Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Isotope Distribution,Maximum Abundance,Minimum CV%,20190805_Blank_Pos_06a,20190805_Blank_Pos_06a,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
5.42_727.2449m/z,,727.2449301,1,5.4193,0.131766667,0,100 - 74.6,2077.154095,---,2077.154095,2077.154095,,,,,,,,,,
5.42_951.2787m/z,,951.2787117,1,5.4193,0.4289,0,100 - 91.7 - 80.1 - 50.8 - 29.4 - 14.3,29533.31258,---,29533.31258,29533.31258,,,,,,,,,,
5.44_580.1911m/z,,580.1910713,1,5.435766667,0.1153,0,100 - 50.2,1548.938632,---,1548.938632,1548.938632,,,,,,,,,,
5.44_689.2166m/z,,689.2166314,1,5.435766667,0.19765,0,100 - 49.2,3642.218946,---,3642.218946,3642.218946,,,,,,,,,,
5.44_910.2506m/z,,910.2506419,1,5.435766667,0.445383333,0,100 - 86.1 - 79 - 41.8 - 21.2 - 12.4,27642.70167,---,27642.70167,27642.70167,,,,,,,,,,
5.45_676.1076m/z,,676.1075559,1,5.452233333,0.098816667,0,100 - 55.8,1301.460573,---,1301.460573,1301.460573,,,,,,,,,,
5.47_760.2018m/z,,760.2018277,1,5.468716667,0.478316667,0,100 - 70.8 - 58.7 - 27.2 - 12.9 - 6.01 - 2.49,371022.4756,---,371022.4756,371022.4756,,,,,,,,,,
5.47_801.2280m/z,,801.2279851,1,5.468716667,0.46185,0,100 - 75.7 - 61.8 - 32.9 - 16.9 - 7.49 - 3.52 - 1.48 - 0.278,161183.7147,---,161183.7147,161183.7147,,,,,,,,,,
5.53_281.0516m/z,,281.051566,1,5.5346,0.1321,0,100 - 24,1304.8051,---,1304.8051,1304.8051,,,,,,,,,,
5.53_518.1314n,518.1314446,536.1661406,1,5.5346,0.2474,0,100 - 49 - 34.1 - 11.4 - 4.22 - 1.24 - 0.375 - 0.0499,510629.4689,---,510629.4689,510629.4689,,,"M+H, M+NH4",,,,,,,
5.55_503.1076m/z,,503.1076316,1,5.551066667,0.165033333,0,100 - 48.4 - 29.1,3727.6627,---,3727.6627,3727.6627,,,,,,,,,,
5.55_756.2603m/z,,756.2602602,1,5.551066667,0.1321,0,100 - 57.2,1834.716221,---,1834.716221,1834.716221,,,,,,,,,,
5.58_924.2698m/z,,924.2697596,1,5.584333333,0.346866667,0,100 - 88.6 - 80.3 - 44.8 - 23.3 - 13.3 - 6.26,98790.48081,---,98790.48081,98790.48081,,,,,,,,,,
5.58_965.2965m/z,,965.2964533,1,5.584333333,0.313266667,0,100 - 91.9 - 83.7 - 51.5 - 27.6 - 13.9 - 6.54 - 2.64,110604.4388,---,110604.4388,110604.4388,,,,,,,,,,
5.65_222.0574n,222.0574174,445.1201341,1,5.650216667,0.131766667,0,100 - 30.4,2220.680763,---,2220.680763,2220.680763,,,"M+H, 2M+H",,,,,,,
5.65_371.1018m/z,,371.1018187,1,5.650216667,0.1815,0,100 - 34,2541.678057,---,2541.678057,2541.678057,,,,,,,,,,
5.65_741.2608m/z,,741.2607724,1,5.650216667,0.19765,0,100 - 69.8 - 58.2 - 33 - 16.8,15857.91711,---,15857.91711,15857.91711,,,,,,,,,,
5.65_806.1888m/z,,806.1888049,1,5.650216667,0.34655,0,100 - 76 - 66.4 - 35.9 - 18.1,26296.80528,---,26296.80528,26296.80528,,,,,,,,,,
5.65_847.2169m/z,,847.2169036,1,5.650216667,0.544516667,0,100 - 81 - 72.1 - 44.8 - 25.5,28139.88167,---,28139.88167,28139.88167,,,,,,,,,,
5.67_700.2343m/z,,700.2343055,1,5.666683333,0.280666667,0,100 - 65.7 - 52.2 - 23.2 - 10.8 - 6.51,84560.06612,---,84560.06612,84560.06612,,,,,,,,,,
5.68_582.1527m/z,,582.1526512,1,5.683166667,0.131766667,0,100 - 52.5,1463.997221,---,1463.997221,1463.997221,,,,,,,,,,
5.68_732.2062m/z,,732.2061964,1,5.683166667,0.164716667,0,100 - 69.7,1947.574291,---,1947.574291,1947.574291,,,,,,,,,,
5.75_338.0930m/z,,338.0930096,1,5.74905,0.165366667,0,100 - 8.12,5686.194565,---,5686.194565,5686.194565,,,,,,,,,,
5.83_820.2038m/z,,820.2038047,1,5.83205,0.775433333,0,100 - 77.6 - 68.1 - 35.8 - 17.5 - 8.35 - 2.91,123913.6634,---,123913.6634,123913.6634,,,,,,,,,,
5.85_746.2214m/z,,746.2213549,1,5.848533333,0.247716667,0,100 - 75.4 - 63.4 - 24.2,8847.554145,---,8847.554145,8847.554145,,,,,,,,,,
5.85_861.2309m/z,,861.2308974,1,5.848533333,0.6104,0,100 - 81.7 - 70 - 40.9 - 21.8 - 13.2 - 6.78,125500.5395,---,125500.5395,125500.5395,,,,,,,,,,
5.90_871.3053m/z,,871.3053121,1,5.897933333,0.148233333,0,100 - 87.8 - 73.9,4934.114456,---,4934.114456,4934.114456,,,,,,,,,,
5.93_596.1686m/z,,596.1686053,1,5.930883333,0.214116667,0,100 - 57 - 50.9 - 21 - 10.8 - 2.75,33665.23036,---,33665.23036,33665.23036,,,,,,,,,,
6.01_1025.2976m/z,,1025.297638,1,6.013233333,0.379166667,0,100 - 98.6 - 93.7 - 58.2 - 34.2 - 18.6,32561.79173,---,32561.79173,32561.79173,,,,,,,,,,
6.03_984.2681m/z,,984.268081,1,6.0297,0.626866667,0,100 - 90.7 - 79.4 - 43.1 - 25.4 - 14.3,30402.74487,---,30402.74487,30402.74487,,,,,,,,,,
6.06_834.2200m/z,,834.2200449,1,6.06265,1.022833333,0,100 - 80.7 - 69.1 - 34.7 - 17.8 - 8.6 - 3.33 - 1.22,254259.3142,---,254259.3142,254259.3142,,,,,,,,,,
6.06_875.2466m/z,,875.2465969,1,6.06265,0.527716667,0,100 - 81.7 - 71.6 - 39.1 - 20.3 - 9.17 - 3.64 - 1.72 - 0.545,254795.2955,---,254795.2955,254795.2955,,,,,,,,,,
6.08_654.2107m/z,,654.2106875,1,6.07945,0.21445,0,100 - 58.5 - 85.5 - 45.1 - 28.4,13734.10403,---,13734.10403,13734.10403,,,,,,,,,,
6.08_778.2410n,778.241012,761.2377237,1,6.07945,0.2968,0,100 - 84.6 - 51.4 - 27 - 13.6,38425.49693,---,38425.49693,38425.49693,,,"M+H-H2O, M+Na",,,,,,,
6.21_610.1849m/z,,610.1849375,1,6.211216667,0.280333333,0,100 - 56.5 - 41.6 - 15.4 - 6.14 - 2.13 - 0.691 - 0.251,998802.9055,---,998802.9055,998802.9055,,,,,,,,,,
6.21_998.2886m/z,,998.2885671,1,6.211216667,0.346216667,0,100 - 95.3 - 90 - 54.3 - 30.2 - 15.9 - 8.4,87946.43731,---,87946.43731,87946.43731,,,,,,,,,,
6.21_1039.3151m/z,,1039.315103,1,6.211216667,0.346216667,0,97.6 - 100 - 93.2 - 59.5 - 34.5 - 18 - 8.7 - 3.86,103308.1681,---,103308.1681,103308.1681,,,,,,,,,,
6.24_600.1457m/z,,600.1456616,1,6.24415,0.1321,0,100 - 61.2,1524.927165,---,1524.927165,1524.927165,,,,,,,,,,
6.28_880.2084m/z,,880.208407,1,6.277083333,0.247383333,0,100 - 80.9 - 72.6 - 40.7 - 20.4,18316.35363,---,18316.35363,18316.35363,,,,,,,,,,
6.28_921.2346m/z,,921.2346495,1,6.277083333,0.6272,0,100 - 85.9 - 78.4 - 42.5 - 24.9 - 14.2,38214.98883,---,38214.98883,38214.98883,,,,,,,,,,
6.36_656.1713m/z,,656.1712889,1,6.359766667,0.197983333,0,100 - 61.9 - 78.1 - 39.2 - 25.1 - 8.09,13766.20266,---,13766.20266,13766.20266,,,,,,,,,,
6.36_806.2246m/z,,806.2246234,1,6.359766667,0.181516667,0,100 - 78.6,2374.945352,---,2374.945352,2374.945352,,,,,,,,,,
6.38_736.5418m/z,,736.5418012,1,6.37625,0.560983333,0,100 - 54.4,12741.35802,---,12741.35802,12741.35802,,,,,,,,,,
6.38_774.2534m/z,,774.2534,1,6.37625,0.34655,0,100 - 74.1 - 60.9 - 29.5 - 13.4 - 7.95 - 3.61,94518.53506,---,94518.53506,94518.53506,,,,,,,,,,
6.38_815.2798m/z,,815.2797745,1,6.37625,0.230916667,0,100 - 78.1 - 64 - 34.2 - 17.3,45630.32899,---,45630.32899,45630.32899,,,,,,,,,,
6.43_703.4424n,703.4423632,721.5071604,1,6.42565,0.9072,0,100 - 49.8 - 12.8 - 2.07,487978.7095,---,487978.7095,487978.7095,,,"M+H-H2O, M+NH4",,,,,,,
6.46_658.1875m/z,,658.1874569,1,6.4586,0.065883333,0,100 - 67 - 53.2 - 18.6,3250.789806,---,3250.789806,3250.789806,,,,,,,,,,
6.51_714.2145m/z,,714.2145044,1,6.508016667,0.1153,0,100 - 59.9 - 45,3063.831852,---,3063.831852,3063.831852,,,,,,,,,,
6.51_894.2237m/z,,894.223728,1,6.508016667,0.7257,0,100 - 88.6 - 79.4 - 40.1 - 22.9 - 11.1 - 4.58,85214.8875,---,85214.8875,85214.8875,,,,,,,,,,
6.51_935.2496m/z,,935.2495505,1,6.508016667,0.659483333,0,100 - 89.9 - 81.7 - 48.3 - 26.7 - 15.7 - 5.03,163365.5848,---,163365.5848,163365.5848,,,,,,,,,,
6.57_880.2081m/z,,880.2080588,1,6.574216667,0.230916667,0,100 - 80.7 - 73.2,7294.683294,---,7294.683294,7294.683294,,,,,,,,,,
6.57_921.2372m/z,,921.2372454,1,6.574216667,0.263866667,0,100 - 81.8 - 67.5,7779.444271,---,7779.444271,7779.444271,,,,,,,,,,
6.62_670.1875m/z,,670.1875214,1,6.623633333,0.297133333,0,100 - 62.6 - 50.3 - 21.4 - 9.67 - 3.83 - 1.3,123597.2086,---,123597.2086,123597.2086,,,,,,,,,,
6.62_711.2137m/z,,711.2136572,1,6.623633333,0.165033333,0,100 - 68.1 - 53.6 - 46.7 - 19.7,7235.786317,---,7235.786317,7235.786317,,,,,,,,,,
6.62_838.2435n,838.2435318,861.2663502,1,6.623633333,0.26385,0,100 - 85.9 - 60 - 24,15158.23617,---,15158.23617,15158.23617,,,"M+H-H2O, M+Na",,,,,,,
6.64_945.3237m/z,,945.3236585,1,6.6401,0.148233333,0,100 - 85.3 - 78.8,4520.059126,---,4520.059126,4520.059126,,,,,,,,,,
6.67_662.4466n,662.4466324,663.4539088,1,6.67305,1.006033333,0,100 - 44.3 - 10.4 - 2.12,322396.0086,---,322396.0086,322396.0086,,,"M+H, M+NH4",,,,,,,
6.67_716.2284m/z,,716.2284274,1,6.67305,0.2306,0,100 - 64 - 47.5 - 18.7,7057.660578,---,7057.660578,7057.660578,,,,,,,,,,
6.69_741.5846n,741.5846208,780.5688459,1,6.689516667,0.98955,0,100 - 51.4 - 7.36,100135.3157,---,100135.3157,100135.3157,,,"M+Na, M+K",,,,,,,
6.69_750.5589m/z,,750.5589418,1,6.689516667,1.12165,0,100 - 49.1 - 12.8 - 2.64,530624.2532,---,530624.2532,530624.2532,,,,,,,,,,
6.71_794.5847m/z,,794.5846721,1,6.705983333,1.038966667,0,100 - 52.5 - 16.2,104105.5916,---,104105.5916,104105.5916,,,,,,,,,,
6.72_736.5422m/z,,736.5422252,1,6.72245,0.313266667,0,100 - 56.4,6769.13974,---,6769.13974,6769.13974,,,,,,,,,,
6.72_1099.3176m/z,,1099.317575,1,6.72245,0.346216667,0,89.4 - 100 - 95 - 64.8 - 37.3 - 22.3,31285.92307,---,31285.92307,31285.92307,,,,,,,,,,
6.74_1058.2909m/z,,1058.290923,1,6.738933333,0.263866667,0,96.6 - 100 - 99.3 - 63.2 - 36.3 - 21.1,26321.96954,---,26321.96954,26321.96954,,,,,,,,,,
6.77_908.2388m/z,,908.2388494,1,6.771866667,0.67595,0,100 - 87.9 - 79 - 44.1 - 25.3 - 11.7 - 5.73,161353.6847,---,161353.6847,161353.6847,,,,,,,,,,
6.77_949.2655m/z,,949.2655129,1,6.771866667,0.67595,0,100 - 89.3 - 81.6 - 47.4 - 27.1 - 11.8 - 5.61 - 2.52 - 0.958,285031.1471,---,285031.1471,285031.1471,,,,,,,,,,
6.80_728.2294m/z,,728.2293709,1,6.804816667,0.099166667,0,100 - 64.9 - 56.3 - 27.8 - 13,11722.02703,---,11722.02703,11722.02703,,,,,,,,,,
6.82_769.2557m/z,,769.255732,1,6.821616667,0.165033333,0,100 - 70.5 - 54.9,4395.464169,---,4395.464169,4395.464169,,,,,,,,,,
6.82_894.2225m/z,,894.2225146,1,6.821616667,0.230933333,0,100 - 84.4 - 75.3 - 45 - 21.5,18297.03991,---,18297.03991,18297.03991,,,,,,,,,,
6.89_537.5354m/z,,537.5353678,1,6.8875,0.85785,0,100 - 40.2,10428.1025,---,10428.1025,10428.1025,,,,,,,,,,
6.89_624.6400m/z,,624.6400021,1,6.8875,0.874266667,0,100 - 43.1,17473.16553,---,17473.16553,17473.16553,,,,,,,,,,
6.89_660.1483m/z,,660.1482535,1,6.8875,0.1647,0,100 - 64.7 - 55.3 - 22.2,5092.183063,---,5092.183063,5092.183063,,,,,,,,,,
6.89_834.2558m/z,,834.2558461,1,6.8875,0.379483333,0,100 - 79.7 - 70.9 - 37 - 18.3 - 9.34,36128.75615,---,36128.75615,36128.75615,,,,,,,,,,
6.90_875.2826m/z,,875.2826195,1,6.903966667,0.363016667,0,100 - 82.8 - 72.4 - 44.1 - 24.8 - 11.9,30889.11384,---,30889.11384,30889.11384,,,,,,,,,,
6.95_666.1702n,666.170214,684.2040396,1,6.953383333,0.329733333,0,100 - 65.1 - 50.7 - 21.3 - 8.98 - 3.34 - 1.27 - 0.53,3014140.261,---,3014140.261,3014140.261,,,"M+NH4, M+K",,,,,,,
6.95_725.2303m/z,,725.2302695,1,6.953383333,0.313266667,0,100 - 67.2 - 52.2 - 27.1 - 13 - 5.99 - 2.32,218654.2465,---,218654.2465,218654.2465,,,,,,,,,,
6.97_692.1614m/z,,692.1613921,1,6.96985,0.164716667,0,100 - 32.4,2952.669936,---,2952.669936,2952.669936,,,,,,,,,,
7.00_1072.3067m/z,,1072.306663,1,7.002783333,0.4619,0,97.2 - 100 - 94.4 - 60.3 - 34.7 - 19.3 - 9.51,71235.9202,---,71235.9202,71235.9202,,,,,,,,,,
7.00_1113.3336m/z,,1113.3336,1,7.002783333,0.329733333,0,92.3 - 100 - 99.6 - 66.7 - 40.4 - 21.7 - 10.5,84075.20098,---,84075.20098,84075.20098,,,,,,,,,,
7.07_954.2278m/z,,954.2278296,1,7.069,0.37915,0,100 - 97.4 - 92 - 55.9 - 30.9,20994.23504,---,20994.23504,20994.23504,,,,,,,,,,
7.07_995.2532m/z,,995.2531978,1,7.069,0.85745,0,100 - 91.5 - 84.3 - 47.1 - 28.9 - 13,50484.35338,---,50484.35338,50484.35338,,,,,,,,,,
7.13_718.1900m/z,,718.1899807,1,7.134883333,0.197966667,0,100 - 76.6 - 60.3 - 24.4,8167.99792,---,8167.99792,8167.99792,,,,,,,,,,
7.15_595.5882m/z,,595.5882215,1,7.15135,0.97315,0,100 - 42.9,21646.83375,---,21646.83375,21646.83375,,,,,,,,,,
7.20_512.5037m/z,,512.5036766,1,7.200766667,0.775166667,0,100 - 34.6,13433.97594,---,13433.97594,13433.97594,,,,,,,,,,
7.22_624.2359m/z,,624.235897,1,7.217233333,0.775166667,0,100 - 59.8 - 47.6,18419.15814,---,18419.15814,18419.15814,,,,,,,,,,
7.22_730.1901m/z,,730.1900856,1,7.217233333,0.263916667,0,100 - 70 - 57.5 - 26.3 - 13.5 - 5.35,29515.81187,---,29515.81187,29515.81187,,,,,,,,,,
7.22_771.2169m/z,,771.2168942,1,7.217233333,0.230966667,0,100 - 74 - 61.2,9387.602119,---,9387.602119,9387.602119,,,,,,,,,,
7.25_880.2425m/z,,880.2424647,1,7.250183333,0.165033333,0,100 - 82.3,2586.758354,---,2586.758354,2586.758354,,,,,,,,,,
7.27_848.2718m/z,,848.2717559,1,7.26665,0.346266667,0,100 - 82.7 - 71.1 - 37.1 - 18.4 - 10.1 - 4.27,89976.897,---,89976.897,89976.897,,,,,,,,,,
7.28_889.2982m/z,,889.2981533,1,7.283116667,0.36275,0,100 - 85.3 - 73 - 42.5 - 22.3 - 10.7 - 3.92,83271.17946,---,83271.17946,83271.17946,,,,,,,,,,
7.35_1009.2678m/z,,1009.2678,1,7.349383333,0.478366667,0,100 - 97.4 - 91.6 - 56.4 - 33.9 - 18.5 - 9.29,168067.1085,---,168067.1085,168067.1085,,,,,,,,,,
7.37_968.2415m/z,,968.2415348,1,7.365866667,0.445416667,0,100 - 93.2 - 87.7 - 51.8 - 32.5 - 17.2 - 8.53,66820.57641,---,66820.57641,66820.57641,,,,,,,,,,
7.40_776.2303m/z,,776.2302897,1,7.3988,0.280716667,0,100 - 72.4 - 59.2 - 27.7,7623.046642,---,7623.046642,7623.046642,,,,,,,,,,
7.51_995.2614m/z,,995.2614207,1,7.5141,0.478016667,0,100 - 90 - 78.9 - 53.8,13454.79109,---,13454.79109,13454.79109,,,,,,,,,,
7.58_744.2065m/z,,744.2065122,1,7.5803,0.362683333,0,100 - 71 - 58.2 - 27.1 - 13 - 5.54 - 2.16,181355.3961,---,181355.3961,181355.3961,,,,,,,,,,
7.58_785.2327m/z,,785.2327098,1,7.5803,0.329733333,0,100 - 73.4 - 61.1 - 32.3 - 16.4 - 8.05 - 2.97,98691.69354,---,98691.69354,98691.69354,,,,,,,,,,
7.58_935.2856m/z,,935.2856218,1,7.5803,0.280333333,0,100 - 91.4 - 85.2 - 54 - 30.1,13858.35234,---,13858.35234,13858.35234,,,,,,,,,,
7.61_894.2589m/z,,894.2588874,1,7.61325,0.329733333,0,100 - 82.8 - 73.6 - 37.3,11008.96752,---,11008.96752,11008.96752,,,,,,,,,,
7.66_720.1519m/z,,720.1518671,1,7.662666667,0.21445,0,100 - 73.7 - 64.7 - 30.5,6485.740412,---,6485.740412,6485.740412,,,,,,,,,,
7.66_1132.3093m/z,,1132.309304,1,7.662666667,0.363016667,0,91.9 - 100 - 99.4 - 68 - 40.1 - 20.9,25856.95855,---,25856.95855,25856.95855,,,,,,,,,,
7.66_1173.3358m/z,,1173.335824,1,7.662666667,0.34655,0,83.1 - 96.1 - 100 - 70.3 - 42.9 - 25.2,33387.0281,---,33387.0281,33387.0281,,,,,,,,,,
7.71_982.2578m/z,,982.2577826,1,7.712066667,1.0225,0,100 - 93.6 - 90.8 - 51 - 28.6 - 14.8 - 7.25,119678.6397,---,119678.6397,119678.6397,,,,,,,,,,
7.71_1023.2841m/z,,1023.284075,1,7.712066667,0.544183333,0,100 - 96.5 - 92.8 - 56 - 32.1 - 15.6 - 7.13 - 3.7,273115.8342,---,273115.8342,273115.8342,,,,,,,,,,
7.84_843.2742m/z,,843.2741548,1,7.844166667,0.230916667,0,100 - 75.3 - 62 - 39.6 - 22.3,14982.1521,---,14982.1521,14982.1521,,,,,,,,,,
7.86_968.2416m/z,,968.2415762,1,7.860633333,0.280316667,0,100 - 94.8 - 91.7 - 55.5,14497.44646,---,14497.44646,14497.44646,,,,,,,,,,
7.89_1009.2683m/z,,1009.268341,1,7.893583333,0.428566667,0,100 - 95.9 - 90.6 - 58.9 - 35.8,24012.63013,---,24012.63013,24012.63013,,,,,,,,,,
7.91_623.6194m/z,,623.6194127,1,7.91005,0.181166667,0,100 - 46.2 - 10.1,6315.066641,---,6315.066641,6315.066641,,,,,,,,,,
7.91_831.2311m/z,,831.2310974,1,7.91005,0.214116667,0,100 - 78.9,3092.384901,---,3092.384901,3092.384901,,,,,,,,,,
7.93_949.3009m/z,,949.3008548,1,7.926516667,0.445033333,0,100 - 89.4 - 83.8 - 50.5 - 27.5 - 8.93,35451.30294,---,35451.30294,35451.30294,,,,,,,,,,
7.96_778.1935m/z,,778.1934995,1,7.959466667,0.214116667,0,100 - 79.6 - 62.6 - 41.9,7736.546365,---,7736.546365,7736.546365,,,,,,,,,,
7.96_908.2746m/z,,908.2746327,1,7.959466667,0.4121,0,100 - 88.7 - 78.2 - 45.4 - 22.7,33799.28159,---,33799.28159,33799.28159,,,,,,,,,,
8.01_758.2226m/z,,758.2225833,1,8.008866667,0.395616667,0,100 - 72.8 - 60.1 - 27.6 - 12.3 - 4.93 - 1.94 - 0.83 - 0.291,3571320.711,---,3571320.711,3571320.711,,,,,,,,,,
8.01_799.2494m/z,,799.2494135,1,8.008866667,0.4121,0,100 - 75 - 61.4 - 29.3 - 13.2 - 4.87 - 1.79 - 0.583 - 0.111,1657914.838,---,1657914.838,1657914.838,,,,,,,,,,
8.01_814.2839m/z,,814.2838914,1,8.008866667,0.21445,0,100 - 77.8 - 62.8,5925.467382,---,5925.467382,5925.467382,,,,,,,,,,
8.03_788.2384m/z,,788.238361,1,8.025333333,0.197983333,0,100 - 63.5,3084.17887,---,3084.17887,3084.17887,,,,,,,,,,
8.04_1146.3251m/z,,1146.325126,1,8.041816667,0.2968,0,86.5 - 99.8 - 100 - 67.5 - 40.6 - 22.3 - 12.3,55882.95437,---,55882.95437,55882.95437,,,,,,,,,,
8.08_565.5665m/z,,565.566461,1,8.075083333,0.676283333,0,100 - 37.8,10549.08126,---,10549.08126,10549.08126,,,,,,,,,,
8.08_1187.3519m/z,,1187.351934,1,8.075083333,0.395616667,0,84.1 - 94.7 - 100 - 68.5 - 43.1 - 23.8,49692.03116,---,49692.03116,49692.03116,,,,,,,,,,
8.11_1028.2487m/z,,1028.248731,1,8.108016667,0.527716667,0,100 - 93.5 - 82 - 53,17219.48994,---,17219.48994,17219.48994,,,,,,,,,,
8.14_1069.2719m/z,,1069.271886,1,8.140966667,0.659816667,0,95.9 - 97.6 - 100 - 66.2 - 42.4 - 25.7,51145.17889,---,51145.17889,51145.17889,,,,,,,,,,
8.19_652.6712m/z,,652.6712308,1,8.190383333,0.9731,0,100 - 46.1,19927.30395,---,19927.30395,19927.30395,,,,,,,,,,
8.26_836.2352m/z,,836.2352124,1,8.256266667,0.263866667,0,100 - 78.9,4120.332401,---,4120.332401,4120.332401,,,,,,,,,,
8.27_623.6198m/z,,623.6197919,1,8.272733333,0.346216667,0,100 - 40.5 - 10.9,12406.49575,---,12406.49575,12406.49575,,,,,,,,,,
8.29_1023.2841m/z,,1023.284108,1,8.2892,0.2968,0,100 - 97.8 - 98.9 - 68.5,10095.82746,---,10095.82746,10095.82746,,,,,,,,,,
8.34_804.2101m/z,,804.2100612,1,8.33895,0.346216667,0,100 - 80.7 - 66.4 - 34.1 - 18.4 - 7.09,38593.94847,---,38593.94847,38593.94847,,,,,,,,,,
