Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Isotope Distribution,Maximum Abundance,Minimum CV%,20190805_Blank_Pos_06a,20190805_Blank_Pos_06a,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
12.81_1436.3446m/z,,1436.344648,1,12.80826667,0.066216667,0,100 - 39.3,1963.739986,---,1963.739986,1963.739986,,,,,,,,,,
12.81_1442.3965n,1442.396456,1425.393168,1,12.80826667,0.1815,0,100 - 99.8 - 80.6 - 56 - 34.8 - 19.6 - 11.4 - 6.33 - 3.42 - 1.75 - 0.87,1428652.082,---,1428652.082,1428652.082,,,"M+H-H2O, M+Na",,,,,,,
12.81_1466.4191m/z,,1466.419089,1,12.80826667,0.1815,0,82.1 - 100 - 81.7 - 56 - 34.2 - 18.7 - 10.7 - 5.92 - 3.08 - 1.81 - 1.04,479136.536,---,479136.536,479136.536,,,,,,,,,,
12.83_1137.8208m/z,,1137.820764,1,12.82506667,0.082683333,0,100,1199.138115,---,1199.138115,1199.138115,,,,,,,,,,
12.83_1138.3207m/z,,1138.320664,1,12.82506667,0.09915,0,100,1885.774597,---,1885.774597,1885.774597,,,,,,,,,,
12.83_1168.3216m/z,,1168.321596,1,12.82506667,0.09915,0,71.6 - 100 - 70.9 - 42.6,4524.821781,---,4524.821781,4524.821781,,,,,,,,,,
12.84_1168.8204m/z,,1168.82037,1,12.84153333,0.082683333,0,100 - 76.3 - 41.3,3546.737356,---,3546.737356,3546.737356,,,,,,,,,,
12.86_116.1441m/z,,116.1440786,1,12.858,6.89365,0,100 - 8,3636555.264,---,3636555.264,3636555.264,,,,,,,,,,
12.86_1198.8225m/z,,1198.822467,1,12.858,0.08235,0,100 - 89.4,2258.928722,---,2258.928722,2258.928722,,,,,,,,,,
12.86_1525.4184m/z,,1525.418403,1,12.858,0.098816667,0,49.5 - 77.8 - 100 - 92.8 - 72.3 - 79.6 - 64.1,15242.47059,---,15242.47059,15242.47059,,,,,,,,,,
12.87_1174.8307m/z,,1174.830722,1,12.87446667,0.08235,0,100,1444.422367,---,1444.422367,1444.422367,,,,,,,,,,
12.87_1175.3297m/z,,1175.32972,1,12.87446667,0.098816667,0,68.2 - 100 - 70.7 - 37.4,6870.087425,---,6870.087425,6870.087425,,,,,,,,,,
12.87_1175.8291m/z,,1175.829115,1,12.87446667,0.115283333,0,100 - 78 - 50 - 21.7,6840.210781,---,6840.210781,6840.210781,,,,,,,,,,
12.87_1199.3222m/z,,1199.322189,1,12.87446667,0.065883333,0,100 - 71.9,1679.069405,---,1679.069405,1679.069405,,,,,,,,,,
12.87_1484.3927m/z,,1484.392746,1,12.87446667,0.098816667,0,54.9 - 80.5 - 100 - 84.1 - 63.9 - 39 - 22,19611.4076,---,19611.4076,19611.4076,,,,,,,,,,
12.91_1205.3303m/z,,1205.330299,1,12.90741667,0.1153,0,98.6 - 100 - 74.1 - 28.2,5337.396732,---,5337.396732,5337.396732,,,,,,,,,,
12.91_1205.8308m/z,,1205.830843,1,12.90741667,0.098833333,0,100 - 86.5 - 60.4,3635.623058,---,3635.623058,3635.623058,,,,,,,,,,
12.91_1498.4110m/z,,1498.410998,1,12.90741667,0.181183333,0,49.2 - 79.4 - 100 - 84.9 - 61.2 - 38.8 - 22.8 - 13.3 - 7.41 - 4.26 - 2.2 - 1.09,1195205.163,---,1195205.163,1195205.163,,,,,,,,,,
12.91_1540.4378m/z,,1540.437813,1,12.90741667,0.181183333,0,79 - 100 - 84.2 - 59.8 - 36.9 - 21.7 - 11.6 - 6.36 - 3.46 - 1.93,420576.1822,---,420576.1822,420576.1822,,,,,,,,,,
12.92_1539.4363m/z,,1539.436347,1,12.92388333,0.164716667,0,100,49078.919,---,49078.919,49078.919,,,,,,,,,,
12.94_1211.8394m/z,,1211.839441,1,12.94035,0.08235,0,100,1209.368782,---,1209.368782,1209.368782,,,,,,,,,,
12.94_1212.3394m/z,,1212.339375,1,12.94035,0.098816667,0,100,2082.624067,---,2082.624067,2082.624067,,,,,,,,,,
12.94_1212.8384m/z,,1212.838425,1,12.94035,0.098816667,0,100 - 88.5 - 49.9 - 22.2,7208.623803,---,7208.623803,7208.623803,,,,,,,,,,
12.94_1235.8318m/z,,1235.831823,1,12.94035,0.098816667,0,100 - 98.1,2342.480453,---,2342.480453,2342.480453,,,,,,,,,,
12.96_1212.3312n,1212.331236,1213.338513,1,12.95681667,0.115283333,0,100 - 86 - 50.3,8535.46521,---,8535.46521,8535.46521,,,"M+H, M+Na",,,,,,,
12.97_1242.3401m/z,,1242.340078,1,12.9733,0.1153,0,59.7 - 100 - 68.3 - 41,4953.597968,---,4953.597968,4953.597968,,,,,,,,,,
12.97_1242.8400m/z,,1242.840039,1,12.9733,0.098833333,0,100 - 96 - 59,4046.257996,---,4046.257996,4046.257996,,,,,,,,,,
12.97_1558.4128m/z,,1558.412849,1,12.9733,0.1153,0,53.4 - 80.8 - 100 - 89.2 - 68.3 - 46.9 - 29.1,13045.91567,---,13045.91567,13045.91567,,,,,,,,,,
12.97_1599.4387m/z,,1599.438729,1,12.9733,0.098833333,0,46.8 - 80.6 - 94.1 - 100 - 77.1 - 72.4,9812.39292,---,9812.39292,9812.39292,,,,,,,,,,
13.01_1248.8484m/z,,1248.848423,1,13.00623333,0.082683333,0,100,1205.630428,---,1205.630428,1205.630428,,,,,,,,,,
13.02_1249.3481m/z,,1249.34805,1,13.0227,0.115616667,0,80.5 - 100 - 74.7 - 36.8,8241.867609,---,8241.867609,8241.867609,,,,,,,,,,
13.02_1249.8488m/z,,1249.848753,1,13.0227,0.115616667,0,98.6 - 100 - 60.5 - 28.5,7481.036125,---,7481.036125,7481.036125,,,,,,,,,,
13.02_1272.3430m/z,,1272.343045,1,13.0227,0.08235,0,88.5 - 100 - 75.3,2832.176338,---,2832.176338,2832.176338,,,,,,,,,,
13.02_1572.4292m/z,,1572.42923,1,13.0227,0.1815,0,100,82544.2226,---,82544.2226,82544.2226,,,,,,,,,,
13.02_1590.4342n,1590.434185,1573.430896,1,13.0227,0.1815,0,95.4 - 100 - 87.8 - 64.1 - 42.4 - 25.7 - 15.2 - 8.66 - 4.92 - 2.65 - 1.4,844069.2903,---,844069.2903,844069.2903,,,"M+H-H2O, M+Na",,,,,,,
13.02_1614.4562m/z,,1614.456205,1,13.0227,0.1815,0,75.6 - 100 - 88.1 - 65.6 - 42.1 - 24.4 - 13.6 - 7.2 - 3.67 - 2.08,342487.4651,---,342487.4651,342487.4651,,,,,,,,,,
13.06_1279.3495m/z,,1279.349475,1,13.05565,0.1321,0,81 - 100 - 78.1 - 44.8,5954.619135,---,5954.619135,5954.619135,,,,,,,,,,
13.06_1279.8489m/z,,1279.848852,1,13.05565,0.082683333,0,100 - 94.8 - 62.3,4186.11821,---,4186.11821,4186.11821,,,,,,,,,,
13.07_1632.4300m/z,,1632.430048,1,13.07245,0.082683333,0,51.2 - 79.1 - 100 - 93.3 - 71.2 - 49.7,8193.630991,---,8193.630991,8193.630991,,,,,,,,,,
13.09_1286.3585m/z,,1286.358462,1,13.08891667,0.09915,0,74.4 - 100 - 71.8 - 41,8581.756443,---,8581.756443,8581.756443,,,,,,,,,,
13.09_1286.8583m/z,,1286.858299,1,13.08891667,0.09915,0,100 - 99.2 - 63.2 - 30,8107.535885,---,8107.535885,8107.535885,,,,,,,,,,
13.09_1309.3523m/z,,1309.352318,1,13.08891667,0.09915,0,57.9 - 100 - 64.8,2979.145884,---,2979.145884,2979.145884,,,,,,,,,,
13.09_1674.4580m/z,,1674.457957,1,13.08891667,0.082683333,0,78.3 - 89.5 - 100 - 79.6,5017.499321,---,5017.499321,5017.499321,,,,,,,,,,
13.11_1285.8569m/z,,1285.856919,1,13.10538333,0.115616667,0,100,1291.849005,---,1291.849005,1291.849005,,,,,,,,,,
13.14_1316.8583m/z,,1316.858333,1,13.13833333,0.082366667,0,100 - 96.2 - 64.4,3783.797791,---,3783.797791,3783.797791,,,,,,,,,,
13.14_1317.3577m/z,,1317.357723,1,13.13833333,0.098833333,0,100 - 85.2,3038.393974,---,3038.393974,3038.393974,,,,,,,,,,
13.14_1646.4471m/z,,1646.447089,1,13.13833333,0.181183333,0,100,49942.12084,---,49942.12084,49942.12084,,,,,,,,,,
13.14_1664.4523n,1664.452269,1647.44898,1,13.13833333,0.214116667,0,91.4 - 100 - 91.5 - 70 - 45.9 - 28.8 - 17.4 - 10.3 - 6.09 - 3.41 - 1.78,585863.4378,---,585863.4378,585863.4378,,,"M+H-H2O, M+Na",,,,,,,
13.14_1688.4742m/z,,1688.474172,1,13.13833333,0.164716667,0,73.2 - 100 - 91.7 - 70.9 - 46.4 - 28.2 - 15.9 - 8.53 - 4.41 - 2.24,255082.3638,---,255082.3638,255082.3638,,,,,,,,,,
13.17_1323.8666m/z,,1323.866578,1,13.17126667,0.1153,0,100 - 98.9 - 68.7 - 33.9,7790.736895,---,7790.736895,7790.736895,,,,,,,,,,
13.19_1322.8659m/z,,1322.865889,1,13.18775,0.08235,0,100,1124.277534,---,1124.277534,1124.277534,,,,,,,,,,
13.19_1323.3674m/z,,1323.36739,1,13.18775,0.1153,0,62.1 - 100 - 77.6 - 45.2 - 22.9,8872.679825,---,8872.679825,8872.679825,,,,,,,,,,
13.19_1347.3606m/z,,1347.360623,1,13.18775,0.08235,0,100 - 80.2,2256.291264,---,2256.291264,2256.291264,,,,,,,,,,
13.22_1353.3691m/z,,1353.369076,1,13.22068333,0.1153,0,74.3 - 100 - 88.3 - 48.9,5308.108728,---,5308.108728,5308.108728,,,,,,,,,,
13.22_1353.8678m/z,,1353.867848,1,13.22068333,0.098816667,0,96.9 - 100 - 70.6,4050.650139,---,4050.650139,4050.650139,,,,,,,,,,
13.25_1360.3764m/z,,1360.376433,1,13.25363333,0.09915,0,100,1727.955139,---,1727.955139,1727.955139,,,,,,,,,,
13.25_1360.8766m/z,,1360.876572,1,13.25363333,0.09915,0,93.5 - 100 - 72.3 - 39.1,7534.96064,---,7534.96064,7534.96064,,,,,,,,,,
13.25_1383.8718m/z,,1383.87185,1,13.25363333,0.09915,0,84.3 - 100 - 49.3,2953.733887,---,2953.733887,2953.733887,,,,,,,,,,
13.27_1361.3763m/z,,1361.376337,1,13.2701,0.115633333,0,100 - 73.6 - 46.3 - 23.9,6698.185055,---,6698.185055,6698.185055,,,,,,,,,,
13.30_1390.8788m/z,,1390.878807,1,13.30303333,0.09915,0,95 - 100 - 70.2,3801.572508,---,3801.572508,3801.572508,,,,,,,,,,
13.30_1391.3789m/z,,1391.378876,1,13.30303333,0.09915,0,100 - 83.6 - 53.8,3721.571949,---,3721.571949,3721.571949,,,,,,,,,,
13.35_1397.3869m/z,,1397.38688,1,13.35278333,0.098833333,0,100,1537.730103,---,1537.730103,1537.730103,,,,,,,,,,
13.35_1397.8854m/z,,1397.885446,1,13.35278333,0.1321,0,79.9 - 100 - 68.6 - 37.5,7406.276612,---,7406.276612,7406.276612,,,,,,,,,,
13.35_1398.3858m/z,,1398.385843,1,13.35278333,0.115633333,0,100 - 93.4 - 48.2,6053.908833,---,6053.908833,6053.908833,,,,,,,,,,
13.39_1427.8873m/z,,1427.887302,1,13.38571667,0.098816667,0,91.8 - 100 - 72.1,3679.848518,---,3679.848518,3679.848518,,,,,,,,,,
13.40_301.1419m/z,,301.1418783,1,13.4022,6.448283333,0,100 - 17.1,1956160.195,---,1956160.195,1956160.195,,,,,,,,,,
13.45_1434.8958m/z,,1434.895801,1,13.4516,0.115283333,0,83 - 100 - 78.6 - 36.8,7286.431469,---,7286.431469,7286.431469,,,,,,,,,,
13.45_1435.3951m/z,,1435.395137,1,13.4516,0.115283333,0,100 - 85.2 - 52.4 - 27.2,6597.527519,---,6597.527519,6597.527519,,,,,,,,,,
13.50_1464.3939m/z,,1464.393856,1,13.50101667,0.1153,0,41.2 - 100 - 88.1,3071.4771,---,3071.4771,3071.4771,,,,,,,,,,
13.53_1471.9049m/z,,1471.904895,1,13.53395,0.115633333,0,81.3 - 100 - 73.4 - 37,6507.613459,---,6507.613459,6507.613459,,,,,,,,,,
13.53_1472.4022m/z,,1472.402232,1,13.53395,0.115633333,0,100 - 98 - 61.3,5155.931086,---,5155.931086,5155.931086,,,,,,,,,,
13.63_1508.4145m/z,,1508.414514,1,13.63311667,0.1153,0,35.7 - 100 - 93.5 - 57.9,5703.835571,---,5703.835571,5703.835571,,,,,,,,,,
13.63_1508.9131m/z,,1508.913089,1,13.63311667,0.098833333,0,85.7 - 100 - 77.1 - 45.6,5765.376209,---,5765.376209,5765.376209,,,,,,,,,,
13.73_1545.4228m/z,,1545.422781,1,13.73193333,0.098816667,0,64.7 - 100 - 89.5 - 61.7,5300.851887,---,5300.851887,5300.851887,,,,,,,,,,
13.75_1545.9237m/z,,1545.923689,1,13.7484,0.098816667,0,80.7 - 100 - 86.5 - 48.7,5438.458679,---,5438.458679,5438.458679,,,,,,,,,,
13.86_1582.9305m/z,,1582.93048,1,13.86403333,0.099166667,0,68.2 - 100 - 77.8,3750.54377,---,3750.54377,3750.54377,,,,,,,,,,
13.86_1583.4308m/z,,1583.430837,1,13.86403333,0.082683333,0,94.3 - 100 - 63.9,3829.119652,---,3829.119652,3829.119652,,,,,,,,,,
13.96_1619.9411m/z,,1619.941113,1,13.96285,0.098816667,0,68.1 - 100 - 72.6,3252.015556,---,3252.015556,3252.015556,,,,,,,,,,
14.05_267.0350m/z,,267.0350477,1,14.0452,0.39595,0,100 - 75.3,6065.029421,---,6065.029421,6065.029421,,,,,,,,,,
14.67_367.0165m/z,,367.016531,1,14.67208333,1.071916667,0,100 - 44.8,15801.89816,---,15801.89816,15801.89816,,,,,,,,,,
14.92_182.9996m/z,,182.9995995,1,14.91946667,1.550216667,0,100 - 54.7,11839.3614,---,11839.3614,11839.3614,,,,,,,,,,
14.97_224.0029n,224.0029432,225.0102197,1,14.96888333,7.306083333,0,100 - 21.1,487105.9331,---,487105.9331,487105.9331,,,"M+H, M+Na",,,,,,,
15.18_267.0356m/z,,267.0356367,1,15.18333333,0.4783,0,100 - 74,7998.319641,---,7998.319641,7998.319641,,,,,,,,,,
15.36_142.0355m/z,,142.0354942,1,15.36483333,6.844233333,0,100 - 19.3 - 15.1,1458573.283,---,1458573.283,1458573.283,,,,,,,,,,
15.41_286.0626m/z,,286.0625706,1,15.41425,0.032933333,0,100 - 91.5 - 25.5,1982.800583,---,1982.800583,1982.800583,,,,,,,,,,
15.69_389.0160m/z,,389.0160364,1,15.69458333,3.512866667,0,100 - 39,67165.3103,---,67165.3103,67165.3103,,,,,,,,,,
15.84_286.0466m/z,,286.046589,1,15.84315,0.049416667,0,59.3 - 100 - 12.9,2032.481748,---,2032.481748,2032.481748,,,,,,,,,,
15.89_266.0366m/z,,266.0366407,1,15.89255,0.46185,0,100 - 51 - 38,14661.03598,---,14661.03598,14661.03598,,,,,,,,,,
15.93_102.1281m/z,,102.1281155,1,15.9255,6.431816667,0,100 - 7.35,661079.0669,---,661079.0669,661079.0669,,,,,,,,,,
15.94_286.0465m/z,,286.0464941,1,15.94196667,0.049416667,0,65 - 100 - 14.1,1997.633997,---,1997.633997,1997.633997,,,,,,,,,,
16.02_117.9908m/z,,117.9908487,1,16.02431667,0.395966667,0,100 - 16.8,4470.720258,---,4470.720258,4470.720258,,,,,,,,,,
16.07_507.3294m/z,,507.3294168,1,16.07406667,5.623766667,0,100 - 32.7 - 0.323,221095.1991,---,221095.1991,221095.1991,,,,,,,,,,
16.24_286.0641m/z,,286.0640655,1,16.23876667,0.098816667,0,100 - 91.3 - 17.2,4278.180564,---,4278.180564,4278.180564,,,,,,,,,,
16.68_463.3034m/z,,463.303387,1,16.68413333,5.244616667,0,100 - 31,214731.6367,---,214731.6367,214731.6367,,,,,,,,,,
16.70_286.0624m/z,,286.0624164,1,16.70061667,0.065866667,0,100 - 92.6 - 16.4,2821.280129,---,2821.280129,2821.280129,,,,,,,,,,
17.23_286.0638m/z,,286.063777,1,17.22833333,0.0494,0,84 - 100 - 21.7,2119.019803,---,2119.019803,2119.019803,,,,,,,,,,
17.31_771.4863m/z,,771.4862624,1,17.31068333,0.725366667,0,100 - 40.3,11089.3615,---,11089.3615,11089.3615,,,,,,,,,,
17.61_286.0460m/z,,286.045956,1,17.60781667,0.032933333,0,51.1 - 100,1043.584732,---,1043.584732,1043.584732,,,,,,,,,,
17.84_126.1280m/z,,126.1280059,1,17.83873333,0.066216667,0,100 - 19.4,703.8055534,---,703.8055534,703.8055534,,,,,,,,,,
18.32_429.2438m/z,,429.2437938,1,18.31706667,0.198,0,100 - 22.9,2271.492355,---,2271.492355,2271.492355,,,,,,,,,,
18.33_378.3349m/z,,378.3349135,1,18.33353333,0.214483333,0,100 - 22.5,2665.489428,---,2665.489428,2665.489428,,,,,,,,,,
18.37_305.1579m/z,,305.157949,1,18.36648333,0.165033333,0,100 - 11.9,2965.574039,---,2965.574039,2965.574039,,,,,,,,,,
18.40_104.9926m/z,,104.9925616,1,18.39941667,6.184766667,0,100,58657.39627,---,58657.39627,58657.39627,,,,,,,,,,
18.40_163.9688m/z,,163.9688183,1,18.39941667,0.21445,0,100 - 9.45,2278.234336,---,2278.234336,2278.234336,,,,,,,,,,
18.40_186.9957m/z,,186.9956553,1,18.39941667,0.461866667,0,100,1423.573366,---,1423.573366,1423.573366,,,,,,,,,,
18.40_269.0012m/z,,269.0012486,1,18.39941667,0.39565,0,100,2662.841674,---,2662.841674,2662.841674,,,,,,,,,,
18.40_279.9856n,279.9856417,262.9823535,1,18.39941667,0.247416667,0,100 - 10.9,9112.445305,---,9112.445305,9112.445305,,,"M+H-H2O, M+H, M+Na",,,,,,,
18.40_322.9907m/z,,322.9906864,1,18.39941667,1.682333333,0,100 - 25.3,39256.76666,---,39256.76666,39256.76666,,,,,,,,,,
18.40_329.0076m/z,,329.0076192,1,18.39941667,0.247416667,0,100 - 23.7,5818.105898,---,5818.105898,5818.105898,,,,,,,,,,
18.40_344.9849m/z,,344.984891,1,18.39941667,0.148233333,0,100 - 11.3,3044.622496,---,3044.622496,3044.622496,,,,,,,,,,
18.40_349.0004m/z,,349.0004231,1,18.39941667,0.098816667,0,100 - 28.2,1180.315089,---,1180.315089,1180.315089,,,,,,,,,,
18.40_404.9932m/z,,404.9931754,1,18.39941667,0.247416667,0,100 - 19.5,3919.562108,---,3919.562108,3919.562108,,,,,,,,,,
18.42_165.9657m/z,,165.9656658,1,18.41588333,0.1647,0,100 - 9.01,1162.899281,---,1162.899281,1162.899281,,,,,,,,,,
18.42_167.9644m/z,,167.9644184,1,18.41588333,0.115283333,0,100,625.1458445,---,625.1458445,625.1458445,,,,,,,,,,
18.42_256.9653m/z,,256.9653367,1,18.41588333,3.05105,0,100,20866.16344,---,20866.16344,20866.16344,,,,,,,,,,
18.42_267.0017m/z,,267.0017386,1,18.41588333,0.1647,0,100,1899.757942,---,1899.757942,1899.757942,,,,,,,,,,
18.47_263.2699m/z,,263.2698654,1,18.4653,0.247383333,0,100,1235.838213,---,1235.838213,1235.838213,,,,,,,,,,
18.48_146.1544m/z,,146.1543649,1,18.48176667,0.049416667,0,100 - 9.1,647.2183681,---,647.2183681,647.2183681,,,,,,,,,,
18.48_161.9716m/z,,161.9715902,1,18.48176667,0.098816667,0,100 - 22.7,733.0987539,---,733.0987539,733.0987539,,,,,,,,,,
18.48_164.9210m/z,,164.9209566,1,18.48176667,0.346216667,0,100,1471.153419,---,1471.153419,1471.153419,,,,,,,,,,
18.48_382.1192m/z,,382.1191566,1,18.48176667,0.1815,0,100,996.5862312,---,996.5862312,996.5862312,,,,,,,,,,
18.50_136.9219m/z,,136.9219165,1,18.49825,0.148566667,0,100,449.0134476,---,449.0134476,449.0134476,,,,,,,,,,
18.50_262.8885m/z,,262.8884709,1,18.49825,0.132083333,0,100,533.3319159,---,533.3319159,533.3319159,,,,,,,,,,
18.50_355.8901m/z,,355.8900944,1,18.49825,0.099166667,0,100,589.337047,---,589.337047,589.337047,,,,,,,,,,
18.50_440.1722m/z,,440.1721809,1,18.49825,0.115283333,0,100 - 13.6,2355.131935,---,2355.131935,2355.131935,,,,,,,,,,
18.50_455.2078m/z,,455.2078163,1,18.49825,0.230916667,0,100 - 17.1,2449.270462,---,2449.270462,2449.270462,,,,,,,,,,
18.51_499.2344m/z,,499.2343599,1,18.51471667,0.230916667,0,100 - 16.6,3360.023997,---,3360.023997,3360.023997,,,,,,,,,,
18.51_513.2494m/z,,513.2494031,1,18.51471667,0.197983333,0,100 - 20.5,3042.332043,---,3042.332043,3042.332043,,,,,,,,,,
18.63_119.1251m/z,,119.1250707,1,18.63033333,0.643183333,0,100,1668.368042,---,1668.368042,1668.368042,,,,,,,,,,
18.94_120.9825m/z,,120.9824732,1,18.94376667,0.643183333,0,100,4027.09911,---,4027.09911,4027.09911,,,,,,,,,,
18.98_181.0339m/z,,181.0339005,1,18.97671667,0.2805,0,100,1226.009785,---,1226.009785,1226.009785,,,,,,,,,,
18.99_118.0864m/z,,118.0863669,1,18.99318333,0.494933333,0,100,4259.536044,---,4259.536044,4259.536044,,,,,,,,,,
18.99_208.0873m/z,,208.0872954,1,18.99318333,0.08235,0,100 - 15,1033.235168,---,1033.235168,1033.235168,,,,,,,,,,
18.99_209.9150m/z,,209.9150194,1,18.99318333,0.198133333,0,100,658.3921762,---,658.3921762,658.3921762,,,,,,,,,,
18.99_246.2069m/z,,246.206905,1,18.99318333,0.41225,0,100,1662.21238,---,1662.21238,1662.21238,,,,,,,,,,
18.99_370.9629m/z,,370.9629138,1,18.99318333,0.264016667,0,100,1425.700662,---,1425.700662,1425.700662,,,,,,,,,,
18.99_429.0165m/z,,429.0165389,1,18.99318333,0.198133333,0,100,1497.355095,---,1497.355095,1497.355095,,,,,,,,,,
